site,date,BLUE,GREEN,NIR,RED,SWIR1,SWIR2
IDS36,1999-12-17,467,495,1483,595,1565,1014
IDS36,1999-12-17,467,495,1483,585,1656,1073
IDS36,1999-12-17,467,495,1483,585,1656,1014
IDS36,1999-12-17,467,495,1483,585,1565,1073
IDS36,1999-12-17,467,495,1483,585,1565,1014
IDS36,1999-12-17,467,495,1407,595,1656,1073
IDS36,1999-12-17,467,495,1407,595,1656,1014
IDS36,1999-12-17,467,495,1407,595,1565,1073
IDS36,1999-12-17,467,495,1407,595,1565,1014
IDS36,1999-12-17,467,495,1407,585,1656,1073
IDS36,1999-12-17,467,495,1407,585,1656,1014
IDS36,1999-12-17,467,495,1407,585,1565,1073
IDS36,1999-12-17,467,495,1407,585,1565,1014
IDS36,1999-12-17,468,495,1483,595,1656,1073
IDS36,1999-12-17,468,495,1483,595,1656,1014
IDS36,1999-12-17,468,495,1483,595,1565,1073
IDS36,1999-12-17,468,495,1483,595,1565,1014
IDS36,1999-12-17,468,495,1483,585,1656,1073
IDS36,1999-12-17,468,495,1483,585,1656,1014
IDS36,1999-12-17,468,495,1483,585,1565,1073
IDS36,1999-12-17,468,495,1483,585,1565,1014
IDS36,1999-12-17,468,495,1407,595,1656,1073
IDS36,1999-12-17,468,495,1407,595,1656,1014
IDS36,1999-12-17,468,495,1407,595,1565,1073
IDS36,1999-12-17,468,495,1407,595,1565,1014
IDS36,1999-12-17,468,495,1407,585,1656,1073
IDS36,1999-12-17,468,495,1407,585,1656,1014
IDS36,1999-12-17,468,495,1407,585,1565,1073
IDS36,1999-12-17,468,495,1407,585,1565,1014
IDS36,1999-12-17,468,495,1483,595,1656,1073
IDS36,1999-12-17,468,495,1483,595,1656,1014
IDS36,1999-12-17,468,495,1483,595,1565,1073
IDS36,1999-12-17,468,495,1483,595,1565,1014
IDS36,1999-12-17,468,495,1483,585,1656,1073
IDS36,1999-12-17,468,495,1483,585,1656,1014
IDS36,1999-12-17,468,495,1483,585,1565,1073
IDS36,1999-12-17,468,495,1483,585,1565,1014
IDS36,1999-12-17,468,495,1407,595,1656,1073
IDS36,1999-12-17,468,495,1407,595,1656,1014
IDS36,1999-12-17,468,495,1407,595,1565,1073
IDS36,1999-12-17,468,495,1407,595,1565,1014
IDS36,1999-12-17,468,495,1407,585,1656,1073
IDS36,1999-12-17,468,495,1407,585,1656,1014
IDS36,1999-12-17,468,495,1407,585,1565,1073
IDS36,1999-12-17,468,495,1407,585,1565,1014
IDS36,1999-12-18,970,1015,1748,1104,1911,1255
IDS36,2000-01-02,411,428,1430,547,1696,965
IDS36,2000-01-02,411,428,1430,547,1696,905
IDS36,2000-01-02,411,428,1430,547,1595,965
IDS36,2000-01-02,411,428,1430,547,1595,905
IDS36,2000-01-02,411,428,1430,545,1696,965
IDS36,2000-01-02,411,428,1430,545,1696,905
IDS36,2000-01-02,411,428,1430,545,1595,965
IDS36,2000-01-02,411,428,1430,545,1595,905
IDS36,2000-01-02,411,428,1348,547,1696,965
IDS36,2000-01-02,411,428,1348,547,1696,905
IDS36,2000-01-02,411,428,1348,547,1595,965
IDS36,2000-01-02,411,428,1348,547,1595,905
IDS36,2000-01-02,411,428,1348,545,1696,965
IDS36,2000-01-02,411,428,1348,545,1696,905
IDS36,2000-01-02,411,428,1348,545,1595,965
IDS36,2000-01-02,411,428,1348,545,1595,905
IDS36,2000-01-02,411,440,1430,547,1696,965
IDS36,2000-01-02,411,440,1430,547,1696,905
IDS36,2000-01-02,411,440,1430,547,1595,965
IDS36,2000-01-02,411,440,1430,547,1595,905
IDS36,2000-01-02,411,440,1430,545,1696,965
IDS36,2000-01-02,411,440,1430,545,1696,905
IDS36,2000-01-02,411,440,1430,545,1595,965
IDS36,2000-01-02,411,440,1430,545,1595,905
IDS36,2000-01-02,411,440,1348,547,1696,965
IDS36,2000-01-02,411,440,1348,547,1696,905
IDS36,2000-01-02,411,440,1348,547,1595,965
IDS36,2000-01-02,411,440,1348,547,1595,905
IDS36,2000-01-02,411,440,1348,545,1696,965
IDS36,2000-01-02,411,440,1348,545,1696,905
IDS36,2000-01-02,411,440,1348,545,1595,965
IDS36,2000-01-02,411,440,1348,545,1595,905
IDS36,2000-01-02,429,428,1430,547,1696,965
IDS36,2000-01-02,429,428,1430,547,1696,905
IDS36,2000-01-02,429,428,1430,547,1595,965
IDS36,2000-01-02,429,428,1430,547,1595,905
IDS36,2000-01-02,429,428,1430,545,1696,965
IDS36,2000-01-02,429,428,1430,545,1696,905
IDS36,2000-01-02,429,428,1430,545,1595,965
IDS36,2000-01-02,429,428,1430,545,1595,905
IDS36,2000-01-02,429,428,1348,547,1696,965
IDS36,2000-01-02,429,428,1348,547,1696,905
IDS36,2000-01-02,429,428,1348,547,1595,965
IDS36,2000-01-02,429,428,1348,547,1595,905
IDS36,2000-01-02,429,428,1348,545,1696,965
IDS36,2000-01-02,429,428,1348,545,1696,905
IDS36,2000-01-02,429,428,1348,545,1595,965
IDS36,2000-01-02,429,428,1348,545,1595,905
IDS36,2000-01-02,429,440,1430,547,1696,965
IDS36,2000-01-02,429,440,1430,547,1696,905
IDS36,2000-01-02,429,440,1430,547,1595,965
IDS36,2000-01-02,429,440,1430,547,1595,905
IDS36,2000-01-02,429,440,1430,545,1696,965
IDS36,2000-01-02,429,440,1430,545,1696,905
IDS36,2000-01-02,429,440,1430,545,1595,965
IDS36,2000-01-02,429,440,1430,545,1595,905
IDS36,2000-01-02,429,440,1348,547,1696,965
IDS36,2000-01-02,429,440,1348,547,1696,905
IDS36,2000-01-02,429,440,1348,547,1595,965
IDS36,2000-01-02,429,440,1348,547,1595,905
IDS36,2000-01-02,429,440,1348,545,1696,965
IDS36,2000-01-02,429,440,1348,545,1696,905
IDS36,2000-01-02,429,440,1348,545,1595,965
IDS36,2000-01-02,429,440,1348,545,1595,905
IDS36,2000-03-06,398,547,1752,701,2545,1652
IDS36,2000-03-06,398,547,1752,701,2545,1610
IDS36,2000-03-06,398,547,1752,701,2477,1652
IDS36,2000-03-06,398,547,1752,701,2477,1610
IDS36,2000-03-06,398,547,1752,692,2545,1652
IDS36,2000-03-06,398,547,1752,692,2545,1610
IDS36,2000-03-06,398,547,1752,692,2477,1652
IDS36,2000-03-06,398,547,1752,692,2477,1610
IDS36,2000-03-06,398,547,1708,701,2545,1652
IDS36,2000-03-06,398,547,1708,701,2545,1610
IDS36,2000-03-06,398,547,1708,701,2477,1652
IDS36,2000-03-06,398,547,1708,701,2477,1610
IDS36,2000-03-06,398,547,1708,692,2545,1652
IDS36,2000-03-06,398,547,1708,692,2545,1610
IDS36,2000-03-06,398,547,1708,692,2477,1652
IDS36,2000-03-06,398,547,1708,692,2477,1610
IDS36,2000-03-06,398,568,1752,701,2545,1652
IDS36,2000-03-06,398,568,1752,701,2545,1610
IDS36,2000-03-06,398,568,1752,701,2477,1652
IDS36,2000-03-06,398,568,1752,701,2477,1610
IDS36,2000-03-06,398,568,1752,692,2545,1652
IDS36,2000-03-06,398,568,1752,692,2545,1610
IDS36,2000-03-06,398,568,1752,692,2477,1652
IDS36,2000-03-06,398,568,1752,692,2477,1610
IDS36,2000-03-06,398,568,1708,701,2545,1652
IDS36,2000-03-06,398,568,1708,701,2545,1610
IDS36,2000-03-06,398,568,1708,701,2477,1652
IDS36,2000-03-06,398,568,1708,701,2477,1610
IDS36,2000-03-06,398,568,1708,692,2545,1652
IDS36,2000-03-06,398,568,1708,692,2545,1610
IDS36,2000-03-06,398,568,1708,692,2477,1652
IDS36,2000-03-06,398,568,1708,692,2477,1610
IDS36,2000-03-06,404,547,1752,701,2545,1652
IDS36,2000-03-06,404,547,1752,701,2545,1610
IDS36,2000-03-06,404,547,1752,701,2477,1652
IDS36,2000-03-06,404,547,1752,701,2477,1610
IDS36,2000-03-06,404,547,1752,692,2545,1652
IDS36,2000-03-06,404,547,1752,692,2545,1610
IDS36,2000-03-06,404,547,1752,692,2477,1652
IDS36,2000-03-06,404,547,1752,692,2477,1610
IDS36,2000-03-06,404,547,1708,701,2545,1652
IDS36,2000-03-06,404,547,1708,701,2545,1610
IDS36,2000-03-06,404,547,1708,701,2477,1652
IDS36,2000-03-06,404,547,1708,701,2477,1610
IDS36,2000-03-06,404,547,1708,692,2545,1652
IDS36,2000-03-06,404,547,1708,692,2545,1610
IDS36,2000-03-06,404,547,1708,692,2477,1652
IDS36,2000-03-06,404,547,1708,692,2477,1610
IDS36,2000-03-06,404,568,1752,701,2545,1652
IDS36,2000-03-06,404,568,1752,701,2545,1610
IDS36,2000-03-06,404,568,1752,701,2477,1652
IDS36,2000-03-06,404,568,1752,701,2477,1610
IDS36,2000-03-06,404,568,1752,692,2545,1652
IDS36,2000-03-06,404,568,1752,692,2545,1610
IDS36,2000-03-06,404,568,1752,692,2477,1652
IDS36,2000-03-06,404,568,1752,692,2477,1610
IDS36,2000-03-06,404,568,1708,701,2545,1652
IDS36,2000-03-06,404,568,1708,701,2545,1610
IDS36,2000-03-06,404,568,1708,701,2477,1652
IDS36,2000-03-06,404,568,1708,701,2477,1610
IDS36,2000-03-06,404,568,1708,692,2545,1652
IDS36,2000-03-06,404,568,1708,692,2545,1610
IDS36,2000-03-06,404,568,1708,692,2477,1652
IDS36,2000-03-06,404,568,1708,692,2477,1610
IDS36,2000-03-07,493,582,1856,842,2725,1881
IDS36,2000-03-15,559,634,1925,865,2712,1811
IDS36,2000-03-30,489,598,1621,798,2196,1609
IDS36,2000-03-31,496,640,2031,896,2903,1974
IDS36,2000-05-01,704,880,2119,1036,2428,1639
IDS36,2000-05-02,549,725,2442,973,2873,1896
IDS36,2000-05-17,338,676,4031,426,1934,854
IDS36,2000-05-17,338,676,4031,426,1934,854
IDS36,2000-05-17,338,676,4031,426,1933,854
IDS36,2000-05-17,338,676,4031,426,1933,854
IDS36,2000-05-17,338,676,4031,423,1934,854
IDS36,2000-05-17,338,676,4031,423,1934,854
IDS36,2000-05-17,338,676,4031,423,1933,854
IDS36,2000-05-17,338,676,4031,423,1933,854
IDS36,2000-05-17,338,676,4031,426,1934,854
IDS36,2000-05-17,338,676,4031,426,1934,854
IDS36,2000-05-17,338,676,4031,426,1933,854
IDS36,2000-05-17,338,676,4031,426,1933,854
IDS36,2000-05-17,338,676,4031,423,1934,854
IDS36,2000-05-17,338,676,4031,423,1934,854
IDS36,2000-05-17,338,676,4031,423,1933,854
IDS36,2000-05-17,338,676,4031,423,1933,854
IDS36,2000-05-17,338,671,4031,426,1934,854
IDS36,2000-05-17,338,671,4031,426,1934,854
IDS36,2000-05-17,338,671,4031,426,1933,854
IDS36,2000-05-17,338,671,4031,426,1933,854
IDS36,2000-05-17,338,671,4031,423,1934,854
IDS36,2000-05-17,338,671,4031,423,1934,854
IDS36,2000-05-17,338,671,4031,423,1933,854
IDS36,2000-05-17,338,671,4031,423,1933,854
IDS36,2000-05-17,338,671,4031,426,1934,854
IDS36,2000-05-17,338,671,4031,426,1934,854
IDS36,2000-05-17,338,671,4031,426,1933,854
IDS36,2000-05-17,338,671,4031,426,1933,854
IDS36,2000-05-17,338,671,4031,423,1934,854
IDS36,2000-05-17,338,671,4031,423,1934,854
IDS36,2000-05-17,338,671,4031,423,1933,854
IDS36,2000-05-17,338,671,4031,423,1933,854
IDS36,2000-05-17,331,676,4031,426,1934,854
IDS36,2000-05-17,331,676,4031,426,1934,854
IDS36,2000-05-17,331,676,4031,426,1933,854
IDS36,2000-05-17,331,676,4031,426,1933,854
IDS36,2000-05-17,331,676,4031,423,1934,854
IDS36,2000-05-17,331,676,4031,423,1934,854
IDS36,2000-05-17,331,676,4031,423,1933,854
IDS36,2000-05-17,331,676,4031,423,1933,854
IDS36,2000-05-17,331,676,4031,426,1934,854
IDS36,2000-05-17,331,676,4031,426,1934,854
IDS36,2000-05-17,331,676,4031,426,1933,854
IDS36,2000-05-17,331,676,4031,426,1933,854
IDS36,2000-05-17,331,676,4031,423,1934,854
IDS36,2000-05-17,331,676,4031,423,1934,854
IDS36,2000-05-17,331,676,4031,423,1933,854
IDS36,2000-05-17,331,676,4031,423,1933,854
IDS36,2000-05-17,331,671,4031,426,1934,854
IDS36,2000-05-17,331,671,4031,426,1934,854
IDS36,2000-05-17,331,671,4031,426,1933,854
IDS36,2000-05-17,331,671,4031,426,1933,854
IDS36,2000-05-17,331,671,4031,423,1934,854
IDS36,2000-05-17,331,671,4031,423,1934,854
IDS36,2000-05-17,331,671,4031,423,1933,854
IDS36,2000-05-17,331,671,4031,423,1933,854
IDS36,2000-05-17,331,671,4031,426,1934,854
IDS36,2000-05-17,331,671,4031,426,1934,854
IDS36,2000-05-17,331,671,4031,426,1933,854
IDS36,2000-05-17,331,671,4031,426,1933,854
IDS36,2000-05-17,331,671,4031,423,1934,854
IDS36,2000-05-17,331,671,4031,423,1934,854
IDS36,2000-05-17,331,671,4031,423,1933,854
IDS36,2000-05-17,331,671,4031,423,1933,854
IDS36,2000-05-18,620,934,4287,627,2052,978
IDS36,2000-05-26,238,533,4696,323,1958,826
IDS36,2000-06-02,385,550,4596,350,1742,659
IDS36,2000-06-02,385,550,4596,350,1742,654
IDS36,2000-06-02,385,550,4596,350,1725,659
IDS36,2000-06-02,385,550,4596,350,1725,654
IDS36,2000-06-02,385,550,4596,353,1742,659
IDS36,2000-06-02,385,550,4596,353,1742,654
IDS36,2000-06-02,385,550,4596,353,1725,659
IDS36,2000-06-02,385,550,4596,353,1725,654
IDS36,2000-06-02,385,550,4541,350,1742,659
IDS36,2000-06-02,385,550,4541,350,1742,654
IDS36,2000-06-02,385,550,4541,350,1725,659
IDS36,2000-06-02,385,550,4541,350,1725,654
IDS36,2000-06-02,385,550,4541,353,1742,659
IDS36,2000-06-02,385,550,4541,353,1742,654
IDS36,2000-06-02,385,550,4541,353,1725,659
IDS36,2000-06-02,385,550,4541,353,1725,654
IDS36,2000-06-02,385,549,4596,350,1742,659
IDS36,2000-06-02,385,549,4596,350,1742,654
IDS36,2000-06-02,385,549,4596,350,1725,659
IDS36,2000-06-02,385,549,4596,350,1725,654
IDS36,2000-06-02,385,549,4596,353,1742,659
IDS36,2000-06-02,385,549,4596,353,1742,654
IDS36,2000-06-02,385,549,4596,353,1725,659
IDS36,2000-06-02,385,549,4596,353,1725,654
IDS36,2000-06-02,385,549,4541,350,1742,659
IDS36,2000-06-02,385,549,4541,350,1742,654
IDS36,2000-06-02,385,549,4541,350,1725,659
IDS36,2000-06-02,385,549,4541,350,1725,654
IDS36,2000-06-02,385,549,4541,353,1742,659
IDS36,2000-06-02,385,549,4541,353,1742,654
IDS36,2000-06-02,385,549,4541,353,1725,659
IDS36,2000-06-02,385,549,4541,353,1725,654
IDS36,2000-06-02,391,550,4596,350,1742,659
IDS36,2000-06-02,391,550,4596,350,1742,654
IDS36,2000-06-02,391,550,4596,350,1725,659
IDS36,2000-06-02,391,550,4596,350,1725,654
IDS36,2000-06-02,391,550,4596,353,1742,659
IDS36,2000-06-02,391,550,4596,353,1742,654
IDS36,2000-06-02,391,550,4596,353,1725,659
IDS36,2000-06-02,391,550,4596,353,1725,654
IDS36,2000-06-02,391,550,4541,350,1742,659
IDS36,2000-06-02,391,550,4541,350,1742,654
IDS36,2000-06-02,391,550,4541,350,1725,659
IDS36,2000-06-02,391,550,4541,350,1725,654
IDS36,2000-06-02,391,550,4541,353,1742,659
IDS36,2000-06-02,391,550,4541,353,1742,654
IDS36,2000-06-02,391,550,4541,353,1725,659
IDS36,2000-06-02,391,550,4541,353,1725,654
IDS36,2000-06-02,391,549,4596,350,1742,659
IDS36,2000-06-02,391,549,4596,350,1742,654
IDS36,2000-06-02,391,549,4596,350,1725,659
IDS36,2000-06-02,391,549,4596,350,1725,654
IDS36,2000-06-02,391,549,4596,353,1742,659
IDS36,2000-06-02,391,549,4596,353,1742,654
IDS36,2000-06-02,391,549,4596,353,1725,659
IDS36,2000-06-02,391,549,4596,353,1725,654
IDS36,2000-06-02,391,549,4541,350,1742,659
IDS36,2000-06-02,391,549,4541,350,1742,654
IDS36,2000-06-02,391,549,4541,350,1725,659
IDS36,2000-06-02,391,549,4541,350,1725,654
IDS36,2000-06-02,391,549,4541,353,1742,659
IDS36,2000-06-02,391,549,4541,353,1742,654
IDS36,2000-06-02,391,549,4541,353,1725,659
IDS36,2000-06-02,391,549,4541,353,1725,654
IDS36,2000-06-03,170,418,5140,178,1896,710
IDS36,2000-06-10,262,402,4664,210,1813,675
IDS36,2000-06-10,262,402,4664,210,1813,650
IDS36,2000-06-10,262,402,4664,210,1783,675
IDS36,2000-06-10,262,402,4664,210,1783,650
IDS36,2000-06-10,262,402,4664,224,1813,675
IDS36,2000-06-10,262,402,4664,224,1813,650
IDS36,2000-06-10,262,402,4664,224,1783,675
IDS36,2000-06-10,262,402,4664,224,1783,650
IDS36,2000-06-10,262,402,4613,210,1813,675
IDS36,2000-06-10,262,402,4613,210,1813,650
IDS36,2000-06-10,262,402,4613,210,1783,675
IDS36,2000-06-10,262,402,4613,210,1783,650
IDS36,2000-06-10,262,402,4613,224,1813,675
IDS36,2000-06-10,262,402,4613,224,1813,650
IDS36,2000-06-10,262,402,4613,224,1783,675
IDS36,2000-06-10,262,402,4613,224,1783,650
IDS36,2000-06-10,262,397,4664,210,1813,675
IDS36,2000-06-10,262,397,4664,210,1813,650
IDS36,2000-06-10,262,397,4664,210,1783,675
IDS36,2000-06-10,262,397,4664,210,1783,650
IDS36,2000-06-10,262,397,4664,224,1813,675
IDS36,2000-06-10,262,397,4664,224,1813,650
IDS36,2000-06-10,262,397,4664,224,1783,675
IDS36,2000-06-10,262,397,4664,224,1783,650
IDS36,2000-06-10,262,397,4613,210,1813,675
IDS36,2000-06-10,262,397,4613,210,1813,650
IDS36,2000-06-10,262,397,4613,210,1783,675
IDS36,2000-06-10,262,397,4613,210,1783,650
IDS36,2000-06-10,262,397,4613,224,1813,675
IDS36,2000-06-10,262,397,4613,224,1813,650
IDS36,2000-06-10,262,397,4613,224,1783,675
IDS36,2000-06-10,262,397,4613,224,1783,650
IDS36,2000-06-10,254,402,4664,210,1813,675
IDS36,2000-06-10,254,402,4664,210,1813,650
IDS36,2000-06-10,254,402,4664,210,1783,675
IDS36,2000-06-10,254,402,4664,210,1783,650
IDS36,2000-06-10,254,402,4664,224,1813,675
IDS36,2000-06-10,254,402,4664,224,1813,650
IDS36,2000-06-10,254,402,4664,224,1783,675
IDS36,2000-06-10,254,402,4664,224,1783,650
IDS36,2000-06-10,254,402,4613,210,1813,675
IDS36,2000-06-10,254,402,4613,210,1813,650
IDS36,2000-06-10,254,402,4613,210,1783,675
IDS36,2000-06-10,254,402,4613,210,1783,650
IDS36,2000-06-10,254,402,4613,224,1813,675
IDS36,2000-06-10,254,402,4613,224,1813,650
IDS36,2000-06-10,254,402,4613,224,1783,675
IDS36,2000-06-10,254,402,4613,224,1783,650
IDS36,2000-06-10,254,397,4664,210,1813,675
IDS36,2000-06-10,254,397,4664,210,1813,650
IDS36,2000-06-10,254,397,4664,210,1783,675
IDS36,2000-06-10,254,397,4664,210,1783,650
IDS36,2000-06-10,254,397,4664,224,1813,675
IDS36,2000-06-10,254,397,4664,224,1813,650
IDS36,2000-06-10,254,397,4664,224,1783,675
IDS36,2000-06-10,254,397,4664,224,1783,650
IDS36,2000-06-10,254,397,4613,210,1813,675
IDS36,2000-06-10,254,397,4613,210,1813,650
IDS36,2000-06-10,254,397,4613,210,1783,675
IDS36,2000-06-10,254,397,4613,210,1783,650
IDS36,2000-06-10,254,397,4613,224,1813,675
IDS36,2000-06-10,254,397,4613,224,1813,650
IDS36,2000-06-10,254,397,4613,224,1783,675
IDS36,2000-06-10,254,397,4613,224,1783,650
IDS36,2000-06-11,330,401,4721,233,1940,761
IDS36,2000-07-12,177,344,4429,191,1695,633
IDS36,2000-08-05,213,375,4207,271,1752,636
IDS36,2000-08-21,343,442,4132,311,1687,666
IDS36,2000-09-06,197,324,3203,255,1529,596
IDS36,2000-09-07,193,322,3480,166,1649,654
IDS36,2000-09-22,278,399,3117,308,1615,659
IDS36,2000-09-22,278,399,3117,308,1615,658
IDS36,2000-09-22,278,399,3117,308,1611,659
IDS36,2000-09-22,278,399,3117,308,1611,658
IDS36,2000-09-22,278,399,3117,301,1615,659
IDS36,2000-09-22,278,399,3117,301,1615,658
IDS36,2000-09-22,278,399,3117,301,1611,659
IDS36,2000-09-22,278,399,3117,301,1611,658
IDS36,2000-09-22,278,399,3157,308,1615,659
IDS36,2000-09-22,278,399,3157,308,1615,658
IDS36,2000-09-22,278,399,3157,308,1611,659
IDS36,2000-09-22,278,399,3157,308,1611,658
IDS36,2000-09-22,278,399,3157,301,1615,659
IDS36,2000-09-22,278,399,3157,301,1615,658
IDS36,2000-09-22,278,399,3157,301,1611,659
IDS36,2000-09-22,278,399,3157,301,1611,658
IDS36,2000-09-22,278,387,3117,308,1615,659
IDS36,2000-09-22,278,387,3117,308,1615,658
IDS36,2000-09-22,278,387,3117,308,1611,659
IDS36,2000-09-22,278,387,3117,308,1611,658
IDS36,2000-09-22,278,387,3117,301,1615,659
IDS36,2000-09-22,278,387,3117,301,1615,658
IDS36,2000-09-22,278,387,3117,301,1611,659
IDS36,2000-09-22,278,387,3117,301,1611,658
IDS36,2000-09-22,278,387,3157,308,1615,659
IDS36,2000-09-22,278,387,3157,308,1615,658
IDS36,2000-09-22,278,387,3157,308,1611,659
IDS36,2000-09-22,278,387,3157,308,1611,658
IDS36,2000-09-22,278,387,3157,301,1615,659
IDS36,2000-09-22,278,387,3157,301,1615,658
IDS36,2000-09-22,278,387,3157,301,1611,659
IDS36,2000-09-22,278,387,3157,301,1611,658
IDS36,2000-09-22,263,399,3117,308,1615,659
IDS36,2000-09-22,263,399,3117,308,1615,658
IDS36,2000-09-22,263,399,3117,308,1611,659
IDS36,2000-09-22,263,399,3117,308,1611,658
IDS36,2000-09-22,263,399,3117,301,1615,659
IDS36,2000-09-22,263,399,3117,301,1615,658
IDS36,2000-09-22,263,399,3117,301,1611,659
IDS36,2000-09-22,263,399,3117,301,1611,658
IDS36,2000-09-22,263,399,3157,308,1615,659
IDS36,2000-09-22,263,399,3157,308,1615,658
IDS36,2000-09-22,263,399,3157,308,1611,659
IDS36,2000-09-22,263,399,3157,308,1611,658
IDS36,2000-09-22,263,399,3157,301,1615,659
IDS36,2000-09-22,263,399,3157,301,1615,658
IDS36,2000-09-22,263,399,3157,301,1611,659
IDS36,2000-09-22,263,399,3157,301,1611,658
IDS36,2000-09-22,263,387,3117,308,1615,659
IDS36,2000-09-22,263,387,3117,308,1615,658
IDS36,2000-09-22,263,387,3117,308,1611,659
IDS36,2000-09-22,263,387,3117,308,1611,658
IDS36,2000-09-22,263,387,3117,301,1615,659
IDS36,2000-09-22,263,387,3117,301,1615,658
IDS36,2000-09-22,263,387,3117,301,1611,659
IDS36,2000-09-22,263,387,3117,301,1611,658
IDS36,2000-09-22,263,387,3157,308,1615,659
IDS36,2000-09-22,263,387,3157,308,1615,658
IDS36,2000-09-22,263,387,3157,308,1611,659
IDS36,2000-09-22,263,387,3157,308,1611,658
IDS36,2000-09-22,263,387,3157,301,1615,659
IDS36,2000-09-22,263,387,3157,301,1615,658
IDS36,2000-09-22,263,387,3157,301,1611,659
IDS36,2000-09-22,263,387,3157,301,1611,658
IDS36,2000-09-30,245,361,3037,254,1562,599
IDS36,2000-10-01,351,466,3118,394,1662,689
IDS36,2000-10-08,338,494,2388,522,1636,799
IDS36,2000-11-01,335,381,1399,522,2039,1249
IDS36,2000-11-01,335,381,1399,522,2039,1199
IDS36,2000-11-01,335,381,1399,522,1932,1249
IDS36,2000-11-01,335,381,1399,522,1932,1199
IDS36,2000-11-01,335,381,1399,502,2039,1249
IDS36,2000-11-01,335,381,1399,502,2039,1199
IDS36,2000-11-01,335,381,1399,502,1932,1249
IDS36,2000-11-01,335,381,1399,502,1932,1199
IDS36,2000-11-01,335,381,1344,522,2039,1249
IDS36,2000-11-01,335,381,1344,522,2039,1199
IDS36,2000-11-01,335,381,1344,522,1932,1249
IDS36,2000-11-01,335,381,1344,522,1932,1199
IDS36,2000-11-01,335,381,1344,502,2039,1249
IDS36,2000-11-01,335,381,1344,502,2039,1199
IDS36,2000-11-01,335,381,1344,502,1932,1249
IDS36,2000-11-01,335,381,1344,502,1932,1199
IDS36,2000-11-01,335,363,1399,522,2039,1249
IDS36,2000-11-01,335,363,1399,522,2039,1199
IDS36,2000-11-01,335,363,1399,522,1932,1249
IDS36,2000-11-01,335,363,1399,522,1932,1199
IDS36,2000-11-01,335,363,1399,502,2039,1249
IDS36,2000-11-01,335,363,1399,502,2039,1199
IDS36,2000-11-01,335,363,1399,502,1932,1249
IDS36,2000-11-01,335,363,1399,502,1932,1199
IDS36,2000-11-01,335,363,1344,522,2039,1249
IDS36,2000-11-01,335,363,1344,522,2039,1199
IDS36,2000-11-01,335,363,1344,522,1932,1249
IDS36,2000-11-01,335,363,1344,522,1932,1199
IDS36,2000-11-01,335,363,1344,502,2039,1249
IDS36,2000-11-01,335,363,1344,502,2039,1199
IDS36,2000-11-01,335,363,1344,502,1932,1249
IDS36,2000-11-01,335,363,1344,502,1932,1199
IDS36,2000-11-01,311,381,1399,522,2039,1249
IDS36,2000-11-01,311,381,1399,522,2039,1199
IDS36,2000-11-01,311,381,1399,522,1932,1249
IDS36,2000-11-01,311,381,1399,522,1932,1199
IDS36,2000-11-01,311,381,1399,502,2039,1249
IDS36,2000-11-01,311,381,1399,502,2039,1199
IDS36,2000-11-01,311,381,1399,502,1932,1249
IDS36,2000-11-01,311,381,1399,502,1932,1199
IDS36,2000-11-01,311,381,1344,522,2039,1249
IDS36,2000-11-01,311,381,1344,522,2039,1199
IDS36,2000-11-01,311,381,1344,522,1932,1249
IDS36,2000-11-01,311,381,1344,522,1932,1199
IDS36,2000-11-01,311,381,1344,502,2039,1249
IDS36,2000-11-01,311,381,1344,502,2039,1199
IDS36,2000-11-01,311,381,1344,502,1932,1249
IDS36,2000-11-01,311,381,1344,502,1932,1199
IDS36,2000-11-01,311,363,1399,522,2039,1249
IDS36,2000-11-01,311,363,1399,522,2039,1199
IDS36,2000-11-01,311,363,1399,522,1932,1249
IDS36,2000-11-01,311,363,1399,522,1932,1199
IDS36,2000-11-01,311,363,1399,502,2039,1249
IDS36,2000-11-01,311,363,1399,502,2039,1199
IDS36,2000-11-01,311,363,1399,502,1932,1249
IDS36,2000-11-01,311,363,1399,502,1932,1199
IDS36,2000-11-01,311,363,1344,522,2039,1249
IDS36,2000-11-01,311,363,1344,522,2039,1199
IDS36,2000-11-01,311,363,1344,522,1932,1249
IDS36,2000-11-01,311,363,1344,522,1932,1199
IDS36,2000-11-01,311,363,1344,502,2039,1249
IDS36,2000-11-01,311,363,1344,502,2039,1199
IDS36,2000-11-01,311,363,1344,502,1932,1249
IDS36,2000-11-01,311,363,1344,502,1932,1199
IDS36,2000-11-02,NA,NA,NA,NA,NA,1318
IDS36,2000-11-02,NA,NA,NA,NA,2105,NA
IDS36,2000-11-02,NA,NA,NA,NA,2105,1318
IDS36,2000-11-02,NA,NA,NA,565,NA,NA
IDS36,2000-11-02,NA,NA,NA,565,NA,1318
IDS36,2000-11-02,NA,NA,NA,565,2105,NA
IDS36,2000-11-02,NA,NA,NA,565,2105,1318
IDS36,2000-11-02,NA,NA,1560,NA,NA,NA
IDS36,2000-11-02,NA,NA,1560,NA,NA,1318
IDS36,2000-11-02,NA,NA,1560,NA,2105,NA
IDS36,2000-11-02,NA,NA,1560,NA,2105,1318
IDS36,2000-11-02,NA,NA,1560,565,NA,NA
IDS36,2000-11-02,NA,NA,1560,565,NA,1318
IDS36,2000-11-02,NA,NA,1560,565,2105,NA
IDS36,2000-11-02,NA,NA,1560,565,2105,1318
IDS36,2000-11-02,NA,471,NA,NA,NA,NA
